,mesh_cd,geometry,idxmax
164,53393389,"POLYGON ((139.4875 35.65, 139.5 35.65, 139.5 35.6583333333333, 139.4875 35.6583333333333, 139.4875 35.65))",サンクス
165,53393390,"POLYGON ((139.375 35.6583333333333, 139.3875 35.6583333333333, 139.3875 35.6666666666667, 139.375 35.6666666666667, 139.375 35.6583333333333))",サンクス
166,53393391,"POLYGON ((139.3875 35.6583333333333, 139.4 35.6583333333333, 139.4 35.6666666666667, 139.3875 35.6666666666667, 139.3875 35.6583333333333))",セブンイ
167,53393392,"POLYGON ((139.4 35.6583333333333, 139.4125 35.6583333333333, 139.4125 35.6666666666667, 139.4 35.6666666666667, 139.4 35.6583333333333))",サンクス
168,53393393,"POLYGON ((139.4125 35.6583333333333, 139.425 35.6583333333333, 139.425 35.6666666666667, 139.4125 35.6666666666667, 139.4125 35.6583333333333))",セブンイ
169,53393395,"POLYGON ((139.4375 35.6583333333333, 139.45 35.6583333333333, 139.45 35.6666666666667, 139.4375 35.6666666666667, 139.4375 35.6583333333333))",セブンイ
170,53393396,"POLYGON ((139.45 35.6583333333333, 139.4625 35.6583333333333, 139.4625 35.6666666666667, 139.45 35.6666666666667, 139.45 35.6583333333333))",セブンイ
171,53393397,"POLYGON ((139.4625 35.6583333333333, 139.475 35.6583333333333, 139.475 35.6666666666667, 139.4625 35.6666666666667, 139.4625 35.6583333333333))",セブンイ
172,53393398,"POLYGON ((139.475 35.6583333333333, 139.4875 35.6583333333333, 139.4875 35.6666666666667, 139.475 35.6666666666667, 139.475 35.6583333333333))",サークル
173,53393399,"POLYGON ((139.4875 35.6583333333333, 139.5 35.6583333333333, 139.5 35.6666666666667, 139.4875 35.6666666666667, 139.4875 35.6583333333333))",サークル
174,53393448,"POLYGON ((139.6 35.6166666666667, 139.6125 35.6166666666667, 139.6125 35.625, 139.6 35.625, 139.6 35.6166666666667))",他
175,53393449,"POLYGON ((139.6125 35.6166666666667, 139.625 35.6166666666667, 139.625 35.625, 139.6125 35.625, 139.6125 35.6166666666667))",ファミリ
176,53393455,"POLYGON ((139.5625 35.625, 139.575 35.625, 139.575 35.6333333333333, 139.5625 35.6333333333333, 139.5625 35.625))",セブンイ
177,53393456,"POLYGON ((139.575 35.625, 139.5875 35.625, 139.5875 35.6333333333333, 139.575 35.6333333333333, 139.575 35.625))",ファミリ
178,53393457,"POLYGON ((139.5875 35.625, 139.6 35.625, 139.6 35.6333333333333, 139.5875 35.6333333333333, 139.5875 35.625))",サンクス
179,53393458,"POLYGON ((139.6 35.625, 139.6125 35.625, 139.6125 35.6333333333333, 139.6 35.6333333333333, 139.6 35.625))",デイリー
180,53393459,"POLYGON ((139.6125 35.625, 139.625 35.625, 139.625 35.6333333333333, 139.6125 35.6333333333333, 139.6125 35.625))",スリーエ
181,53393460,"POLYGON ((139.5 35.6333333333333, 139.5125 35.6333333333333, 139.5125 35.6416666666667, 139.5 35.6416666666667, 139.5 35.6333333333333))",ファミリ
182,53393461,"POLYGON ((139.5125 35.6333333333333, 139.525 35.6333333333333, 139.525 35.6416666666667, 139.5125 35.6416666666667, 139.5125 35.6333333333333))",セブンイ
183,53393464,"POLYGON ((139.55 35.6333333333333, 139.5625 35.6333333333333, 139.5625 35.6416666666667, 139.55 35.6416666666667, 139.55 35.6333333333333))",ミニスト
184,53393465,"POLYGON ((139.5625 35.6333333333333, 139.575 35.6333333333333, 139.575 35.6416666666667, 139.5625 35.6416666666667, 139.5625 35.6333333333333))",セブンイ
185,53393466,"POLYGON ((139.575 35.6333333333333, 139.5875 35.6333333333333, 139.5875 35.6416666666667, 139.575 35.6416666666667, 139.575 35.6333333333333))",ファミリ
186,53393467,"POLYGON ((139.5875 35.6333333333333, 139.6 35.6333333333333, 139.6 35.6416666666667, 139.5875 35.6416666666667, 139.5875 35.6333333333333))",ローソン
187,53393468,"POLYGON ((139.6 35.6333333333333, 139.6125 35.6333333333333, 139.6125 35.6416666666667, 139.6 35.6416666666667, 139.6 35.6333333333333))",セブンイ
188,53393469,"POLYGON ((139.6125 35.6333333333333, 139.625 35.6333333333333, 139.625 35.6416666666667, 139.6125 35.6416666666667, 139.6125 35.6333333333333))",エーエム
189,53393470,"POLYGON ((139.5 35.6416666666667, 139.5125 35.6416666666667, 139.5125 35.65, 139.5 35.65, 139.5 35.6416666666667))",エーエム
190,53393472,"POLYGON ((139.525 35.6416666666667, 139.5375 35.6416666666667, 139.5375 35.65, 139.525 35.65, 139.525 35.6416666666667))",サンクス
191,53393473,"POLYGON ((139.5375 35.6416666666667, 139.55 35.6416666666667, 139.55 35.65, 139.5375 35.65, 139.5375 35.6416666666667))",セブンイ
192,53393474,"POLYGON ((139.55 35.6416666666667, 139.5625 35.6416666666667, 139.5625 35.65, 139.55 35.65, 139.55 35.6416666666667))",セブンイ
193,53393475,"POLYGON ((139.5625 35.6416666666667, 139.575 35.6416666666667, 139.575 35.65, 139.5625 35.65, 139.5625 35.6416666666667))",ファミリ
194,53393476,"POLYGON ((139.575 35.6416666666667, 139.5875 35.6416666666667, 139.5875 35.65, 139.575 35.65, 139.575 35.6416666666667))",セブンイ
195,53393477,"POLYGON ((139.5875 35.6416666666667, 139.6 35.6416666666667, 139.6 35.65, 139.5875 35.65, 139.5875 35.6416666666667))",サークル
196,53393478,"POLYGON ((139.6 35.6416666666667, 139.6125 35.6416666666667, 139.6125 35.65, 139.6 35.65, 139.6 35.6416666666667))",セブンイ
197,53393479,"POLYGON ((139.6125 35.6416666666667, 139.625 35.6416666666667, 139.625 35.65, 139.6125 35.65, 139.6125 35.6416666666667))",エーエム
198,53393482,"POLYGON ((139.525 35.65, 139.5375 35.65, 139.5375 35.6583333333333, 139.525 35.6583333333333, 139.525 35.65))",セブンイ
199,53393483,"POLYGON ((139.5375 35.65, 139.55 35.65, 139.55 35.6583333333333, 139.5375 35.6583333333333, 139.5375 35.65))",ファミリ
200,53393484,"POLYGON ((139.55 35.65, 139.5625 35.65, 139.5625 35.6583333333333, 139.55 35.6583333333333, 139.55 35.65))",ファミリ
201,53393485,"POLYGON ((139.5625 35.65, 139.575 35.65, 139.575 35.6583333333333, 139.5625 35.6583333333333, 139.5625 35.65))",サンクス
202,53393486,"POLYGON ((139.575 35.65, 139.5875 35.65, 139.5875 35.6583333333333, 139.575 35.6583333333333, 139.575 35.65))",セブンイ
203,53393487,"POLYGON ((139.5875 35.65, 139.6 35.65, 139.6 35.6583333333333, 139.5875 35.6583333333333, 139.5875 35.65))",ミニスト
204,53393488,"POLYGON ((139.6 35.65, 139.6125 35.65, 139.6125 35.6583333333333, 139.6 35.6583333333333, 139.6 35.65))",セブンイ
205,53393489,"POLYGON ((139.6125 35.65, 139.625 35.65, 139.625 35.6583333333333, 139.6125 35.6583333333333, 139.6125 35.65))",セブンイ
206,53393490,"POLYGON ((139.5 35.6583333333333, 139.5125 35.6583333333333, 139.5125 35.6666666666667, 139.5 35.6666666666667, 139.5 35.6583333333333))",サークル
207,53393491,"POLYGON ((139.5125 35.6583333333333, 139.525 35.6583333333333, 139.525 35.6666666666667, 139.5125 35.6666666666667, 139.5125 35.6583333333333))",ファミリ
208,53393492,"POLYGON ((139.525 35.6583333333333, 139.5375 35.6583333333333, 139.5375 35.6666666666667, 139.525 35.6666666666667, 139.525 35.6583333333333))",セブンイ
209,53393493,"POLYGON ((139.5375 35.6583333333333, 139.55 35.6583333333333, 139.55 35.6666666666667, 139.5375 35.6666666666667, 139.5375 35.6583333333333))",セブンイ
210,53393494,"POLYGON ((139.55 35.6583333333333, 139.5625 35.6583333333333, 139.5625 35.6666666666667, 139.55 35.6666666666667, 139.55 35.6583333333333))",サークル
211,53393495,"POLYGON ((139.5625 35.6583333333333, 139.575 35.6583333333333, 139.575 35.6666666666667, 139.5625 35.6666666666667, 139.5625 35.6583333333333))",セブンイ
212,53393496,"POLYGON ((139.575 35.6583333333333, 139.5875 35.6583333333333, 139.5875 35.6666666666667, 139.575 35.6666666666667, 139.575 35.6583333333333))",セブンイ
213,53393497,"POLYGON ((139.5875 35.6583333333333, 139.6 35.6583333333333, 139.6 35.6666666666667, 139.5875 35.6666666666667, 139.5875 35.6583333333333))",セブンイ
214,53393498,"POLYGON ((139.6 35.6583333333333, 139.6125 35.6583333333333, 139.6125 35.6666666666667, 139.6 35.6666666666667, 139.6 35.6583333333333))",サンクス
215,53393499,"POLYGON ((139.6125 35.6583333333333, 139.625 35.6583333333333, 139.625 35.6666666666667, 139.6125 35.6666666666667, 139.6125 35.6583333333333))",デイリー
216,53393503,"POLYGON ((139.6625 35.5833333333333, 139.675 35.5833333333333, 139.675 35.5916666666667, 139.6625 35.5916666666667, 139.6625 35.5833333333333))",エーエム
217,53393504,"POLYGON ((139.675 35.5833333333333, 139.6875 35.5833333333333, 139.6875 35.5916666666667, 139.675 35.5916666666667, 139.675 35.5833333333333))",スリーエ
218,53393505,"POLYGON ((139.6875 35.5833333333333, 139.7 35.5833333333333, 139.7 35.5916666666667, 139.6875 35.5916666666667, 139.6875 35.5833333333333))",他
219,53393506,"POLYGON ((139.7 35.5833333333333, 139.7125 35.5833333333333, 139.7125 35.5916666666667, 139.7 35.5916666666667, 139.7 35.5833333333333))",セブンイ
220,53393507,"POLYGON ((139.7125 35.5833333333333, 139.725 35.5833333333333, 139.725 35.5916666666667, 139.7125 35.5916666666667, 139.7125 35.5833333333333))",セブンイ
221,53393508,"POLYGON ((139.725 35.5833333333333, 139.7375 35.5833333333333, 139.7375 35.5916666666667, 139.725 35.5916666666667, 139.725 35.5833333333333))",セブンイ
222,53393509,"POLYGON ((139.7375 35.5833333333333, 139.75 35.5833333333333, 139.75 35.5916666666667, 139.7375 35.5916666666667, 139.7375 35.5833333333333))",他
223,53393512,"POLYGON ((139.65 35.5916666666667, 139.6625 35.5916666666667, 139.6625 35.6, 139.65 35.6, 139.65 35.5916666666667))",サークル
224,53393513,"POLYGON ((139.6625 35.5916666666667, 139.675 35.5916666666667, 139.675 35.6, 139.6625 35.6, 139.6625 35.5916666666667))",セブンイ
225,53393514,"POLYGON ((139.675 35.5916666666667, 139.6875 35.5916666666667, 139.6875 35.6, 139.675 35.6, 139.675 35.5916666666667))",セブンイ
226,53393515,"POLYGON ((139.6875 35.5916666666667, 139.7 35.5916666666667, 139.7 35.6, 139.6875 35.6, 139.6875 35.5916666666667))",セブンイ
227,53393516,"POLYGON ((139.7 35.5916666666667, 139.7125 35.5916666666667, 139.7125 35.6, 139.7 35.6, 139.7 35.5916666666667))",セブンイ
228,53393517,"POLYGON ((139.7125 35.5916666666667, 139.725 35.5916666666667, 139.725 35.6, 139.7125 35.6, 139.7125 35.5916666666667))",エーエム
229,53393518,"POLYGON ((139.725 35.5916666666667, 139.7375 35.5916666666667, 139.7375 35.6, 139.725 35.6, 139.725 35.5916666666667))",セブンイ
230,53393519,"POLYGON ((139.7375 35.5916666666667, 139.75 35.5916666666667, 139.75 35.6, 139.7375 35.6, 139.7375 35.5916666666667))",ローソン
231,53393521,"POLYGON ((139.6375 35.6, 139.65 35.6, 139.65 35.6083333333333, 139.6375 35.6083333333333, 139.6375 35.6))",スリーエ
232,53393522,"POLYGON ((139.65 35.6, 139.6625 35.6, 139.6625 35.6083333333333, 139.65 35.6083333333333, 139.65 35.6))",ローソン
233,53393523,"POLYGON ((139.6625 35.6, 139.675 35.6, 139.675 35.6083333333333, 139.6625 35.6083333333333, 139.6625 35.6))",セブンイ
234,53393524,"POLYGON ((139.675 35.6, 139.6875 35.6, 139.6875 35.6083333333333, 139.675 35.6083333333333, 139.675 35.6))",エーエム
235,53393525,"POLYGON ((139.6875 35.6, 139.7 35.6, 139.7 35.6083333333333, 139.6875 35.6083333333333, 139.6875 35.6))",他
236,53393526,"POLYGON ((139.7 35.6, 139.7125 35.6, 139.7125 35.6083333333333, 139.7 35.6083333333333, 139.7 35.6))",セブンイ
237,53393527,"POLYGON ((139.7125 35.6, 139.725 35.6, 139.725 35.6083333333333, 139.7125 35.6083333333333, 139.7125 35.6))",エーエム
238,53393528,"POLYGON ((139.725 35.6, 139.7375 35.6, 139.7375 35.6083333333333, 139.725 35.6083333333333, 139.725 35.6))",セブンイ
239,53393529,"POLYGON ((139.7375 35.6, 139.75 35.6, 139.75 35.6083333333333, 139.7375 35.6083333333333, 139.7375 35.6))",ファミリ
240,53393530,"POLYGON ((139.625 35.6083333333333, 139.6375 35.6083333333333, 139.6375 35.6166666666667, 139.625 35.6166666666667, 139.625 35.6083333333333))",セブンイ
241,53393531,"POLYGON ((139.6375 35.6083333333333, 139.65 35.6083333333333, 139.65 35.6166666666667, 139.6375 35.6166666666667, 139.6375 35.6083333333333))",スリーエ
242,53393532,"POLYGON ((139.65 35.6083333333333, 139.6625 35.6083333333333, 139.6625 35.6166666666667, 139.65 35.6166666666667, 139.65 35.6083333333333))",セブンイ
243,53393533,"POLYGON ((139.6625 35.6083333333333, 139.675 35.6083333333333, 139.675 35.6166666666667, 139.6625 35.6166666666667, 139.6625 35.6083333333333))",セブンイ
244,53393534,"POLYGON ((139.675 35.6083333333333, 139.6875 35.6083333333333, 139.6875 35.6166666666667, 139.675 35.6166666666667, 139.675 35.6083333333333))",セブンイ
245,53393535,"POLYGON ((139.6875 35.6083333333333, 139.7 35.6083333333333, 139.7 35.6166666666667, 139.6875 35.6166666666667, 139.6875 35.6083333333333))",エーエム
246,53393536,"POLYGON ((139.7 35.6083333333333, 139.7125 35.6083333333333, 139.7125 35.6166666666667, 139.7 35.6166666666667, 139.7 35.6083333333333))",セブンイ
247,53393537,"POLYGON ((139.7125 35.6083333333333, 139.725 35.6083333333333, 139.725 35.6166666666667, 139.7125 35.6166666666667, 139.7125 35.6083333333333))",エーエム
248,53393539,"POLYGON ((139.7375 35.6083333333333, 139.75 35.6083333333333, 139.75 35.6166666666667, 139.7375 35.6166666666667, 139.7375 35.6083333333333))",エーエム
249,53393540,"POLYGON ((139.625 35.6166666666667, 139.6375 35.6166666666667, 139.6375 35.625, 139.625 35.625, 139.625 35.6166666666667))",セブンイ
250,53393541,"POLYGON ((139.6375 35.6166666666667, 139.65 35.6166666666667, 139.65 35.625, 139.6375 35.625, 139.6375 35.6166666666667))",セブンイ
251,53393542,"POLYGON ((139.65 35.6166666666667, 139.6625 35.6166666666667, 139.6625 35.625, 139.65 35.625, 139.65 35.6166666666667))",セブンイ
252,53393543,"POLYGON ((139.6625 35.6166666666667, 139.675 35.6166666666667, 139.675 35.625, 139.6625 35.625, 139.6625 35.6166666666667))",ローソン
253,53393544,"POLYGON ((139.675 35.6166666666667, 139.6875 35.6166666666667, 139.6875 35.625, 139.675 35.625, 139.675 35.6166666666667))",サンクス
254,53393545,"POLYGON ((139.6875 35.6166666666667, 139.7 35.6166666666667, 139.7 35.625, 139.6875 35.625, 139.6875 35.6166666666667))",他
255,53393546,"POLYGON ((139.7 35.6166666666667, 139.7125 35.6166666666667, 139.7125 35.625, 139.7 35.625, 139.7 35.6166666666667))",スリーエ
256,53393547,"POLYGON ((139.7125 35.6166666666667, 139.725 35.6166666666667, 139.725 35.625, 139.7125 35.625, 139.7125 35.6166666666667))",他
257,53393548,"POLYGON ((139.725 35.6166666666667, 139.7375 35.6166666666667, 139.7375 35.625, 139.725 35.625, 139.725 35.6166666666667))",ローソン
258,53393549,"POLYGON ((139.7375 35.6166666666667, 139.75 35.6166666666667, 139.75 35.625, 139.7375 35.625, 139.7375 35.6166666666667))",エーエム
259,53393550,"POLYGON ((139.625 35.625, 139.6375 35.625, 139.6375 35.6333333333333, 139.625 35.6333333333333, 139.625 35.625))",他
260,53393551,"POLYGON ((139.6375 35.625, 139.65 35.625, 139.65 35.6333333333333, 139.6375 35.6333333333333, 139.6375 35.625))",ファミリ
261,53393552,"POLYGON ((139.65 35.625, 139.6625 35.625, 139.6625 35.6333333333333, 139.65 35.6333333333333, 139.65 35.625))",セブンイ
262,53393553,"POLYGON ((139.6625 35.625, 139.675 35.625, 139.675 35.6333333333333, 139.6625 35.6333333333333, 139.6625 35.625))",エーエム
263,53393554,"POLYGON ((139.675 35.625, 139.6875 35.625, 139.6875 35.6333333333333, 139.675 35.6333333333333, 139.675 35.625))",ファミリ
264,53393555,"POLYGON ((139.6875 35.625, 139.7 35.625, 139.7 35.6333333333333, 139.6875 35.6333333333333, 139.6875 35.625))",セブンイ
265,53393556,"POLYGON ((139.7 35.625, 139.7125 35.625, 139.7125 35.6333333333333, 139.7 35.6333333333333, 139.7 35.625))",セブンイ
266,53393557,"POLYGON ((139.7125 35.625, 139.725 35.625, 139.725 35.6333333333333, 139.7125 35.6333333333333, 139.7125 35.625))",エーエム
267,53393558,"POLYGON ((139.725 35.625, 139.7375 35.625, 139.7375 35.6333333333333, 139.725 35.6333333333333, 139.725 35.625))",セブンイ
268,53393559,"POLYGON ((139.7375 35.625, 139.75 35.625, 139.75 35.6333333333333, 139.7375 35.6333333333333, 139.7375 35.625))",他
269,53393560,"POLYGON ((139.625 35.6333333333333, 139.6375 35.6333333333333, 139.6375 35.6416666666667, 139.625 35.6416666666667, 139.625 35.6333333333333))",セブンイ
270,53393561,"POLYGON ((139.6375 35.6333333333333, 139.65 35.6333333333333, 139.65 35.6416666666667, 139.6375 35.6416666666667, 139.6375 35.6333333333333))",セブンイ
271,53393562,"POLYGON ((139.65 35.6333333333333, 139.6625 35.6333333333333, 139.6625 35.6416666666667, 139.65 35.6416666666667, 139.65 35.6333333333333))",セブンイ
272,53393563,"POLYGON ((139.6625 35.6333333333333, 139.675 35.6333333333333, 139.675 35.6416666666667, 139.6625 35.6416666666667, 139.6625 35.6333333333333))",セブンイ
273,53393564,"POLYGON ((139.675 35.6333333333333, 139.6875 35.6333333333333, 139.6875 35.6416666666667, 139.675 35.6416666666667, 139.675 35.6333333333333))",セブンイ
274,53393565,"POLYGON ((139.6875 35.6333333333333, 139.7 35.6333333333333, 139.7 35.6416666666667, 139.6875 35.6416666666667, 139.6875 35.6333333333333))",セブンイ
275,53393566,"POLYGON ((139.7 35.6333333333333, 139.7125 35.6333333333333, 139.7125 35.6416666666667, 139.7 35.6416666666667, 139.7 35.6333333333333))",他
276,53393567,"POLYGON ((139.7125 35.6333333333333, 139.725 35.6333333333333, 139.725 35.6416666666667, 139.7125 35.6416666666667, 139.7125 35.6333333333333))",エーエム
277,53393568,"POLYGON ((139.725 35.6333333333333, 139.7375 35.6333333333333, 139.7375 35.6416666666667, 139.725 35.6416666666667, 139.725 35.6333333333333))",セブンイ
278,53393569,"POLYGON ((139.7375 35.6333333333333, 139.75 35.6333333333333, 139.75 35.6416666666667, 139.7375 35.6416666666667, 139.7375 35.6333333333333))",他
279,53393570,"POLYGON ((139.625 35.6416666666667, 139.6375 35.6416666666667, 139.6375 35.65, 139.625 35.65, 139.625 35.6416666666667))",セブンイ
280,53393571,"POLYGON ((139.6375 35.6416666666667, 139.65 35.6416666666667, 139.65 35.65, 139.6375 35.65, 139.6375 35.6416666666667))",サンクス
281,53393572,"POLYGON ((139.65 35.6416666666667, 139.6625 35.6416666666667, 139.6625 35.65, 139.65 35.65, 139.65 35.6416666666667))",セブンイ
282,53393573,"POLYGON ((139.6625 35.6416666666667, 139.675 35.6416666666667, 139.675 35.65, 139.6625 35.65, 139.6625 35.6416666666667))",セブンイ
283,53393574,"POLYGON ((139.675 35.6416666666667, 139.6875 35.6416666666667, 139.6875 35.65, 139.675 35.65, 139.675 35.6416666666667))",セブンイ
284,53393575,"POLYGON ((139.6875 35.6416666666667, 139.7 35.6416666666667, 139.7 35.65, 139.6875 35.65, 139.6875 35.6416666666667))",セブンイ
285,53393576,"POLYGON ((139.7 35.6416666666667, 139.7125 35.6416666666667, 139.7125 35.65, 139.7 35.65, 139.7 35.6416666666667))",他
286,53393577,"POLYGON ((139.7125 35.6416666666667, 139.725 35.6416666666667, 139.725 35.65, 139.7125 35.65, 139.7125 35.6416666666667))",ローソン
287,53393578,"POLYGON ((139.725 35.6416666666667, 139.7375 35.6416666666667, 139.7375 35.65, 139.725 35.65, 139.725 35.6416666666667))",サンクス
288,53393579,"POLYGON ((139.7375 35.6416666666667, 139.75 35.6416666666667, 139.75 35.65, 139.7375 35.65, 139.7375 35.6416666666667))",ファミリ
289,53393580,"POLYGON ((139.625 35.65, 139.6375 35.65, 139.6375 35.6583333333333, 139.625 35.6583333333333, 139.625 35.65))",セブンイ
290,53393581,"POLYGON ((139.6375 35.65, 139.65 35.65, 139.65 35.6583333333333, 139.6375 35.6583333333333, 139.6375 35.65))",セブンイ
291,53393582,"POLYGON ((139.65 35.65, 139.6625 35.65, 139.6625 35.6583333333333, 139.65 35.6583333333333, 139.65 35.65))",セブンイ
292,53393583,"POLYGON ((139.6625 35.65, 139.675 35.65, 139.675 35.6583333333333, 139.6625 35.6583333333333, 139.6625 35.65))",セブンイ
293,53393584,"POLYGON ((139.675 35.65, 139.6875 35.65, 139.6875 35.6583333333333, 139.675 35.6583333333333, 139.675 35.65))",エーエム
294,53393585,"POLYGON ((139.6875 35.65, 139.7 35.65, 139.7 35.6583333333333, 139.6875 35.6583333333333, 139.6875 35.65))",エーエム
295,53393586,"POLYGON ((139.7 35.65, 139.7125 35.65, 139.7125 35.6583333333333, 139.7 35.6583333333333, 139.7 35.65))",エーエム
296,53393587,"POLYGON ((139.7125 35.65, 139.725 35.65, 139.725 35.6583333333333, 139.7125 35.6583333333333, 139.7125 35.65))",サンクス
297,53393588,"POLYGON ((139.725 35.65, 139.7375 35.65, 139.7375 35.6583333333333, 139.725 35.6583333333333, 139.725 35.65))",サンクス
298,53393589,"POLYGON ((139.7375 35.65, 139.75 35.65, 139.75 35.6583333333333, 139.7375 35.6583333333333, 139.7375 35.65))",エーエム
299,53393590,"POLYGON ((139.625 35.6583333333333, 139.6375 35.6583333333333, 139.6375 35.6666666666667, 139.625 35.6666666666667, 139.625 35.6583333333333))",ファミリ
300,53393591,"POLYGON ((139.6375 35.6583333333333, 139.65 35.6583333333333, 139.65 35.6666666666667, 139.6375 35.6666666666667, 139.6375 35.6583333333333))",セブンイ
301,53393592,"POLYGON ((139.65 35.6583333333333, 139.6625 35.6583333333333, 139.6625 35.6666666666667, 139.65 35.6666666666667, 139.65 35.6583333333333))",セブンイ
302,53393593,"POLYGON ((139.6625 35.6583333333333, 139.675 35.6583333333333, 139.675 35.6666666666667, 139.6625 35.6666666666667, 139.6625 35.6583333333333))",ローソン
303,53393594,"POLYGON ((139.675 35.6583333333333, 139.6875 35.6583333333333, 139.6875 35.6666666666667, 139.675 35.6666666666667, 139.675 35.6583333333333))",セブンイ
304,53393595,"POLYGON ((139.6875 35.6583333333333, 139.7 35.6583333333333, 139.7 35.6666666666667, 139.6875 35.6666666666667, 139.6875 35.6583333333333))",サンクス
305,53393596,"POLYGON ((139.7 35.6583333333333, 139.7125 35.6583333333333, 139.7125 35.6666666666667, 139.7 35.6666666666667, 139.7 35.6583333333333))",エーエム
306,53393597,"POLYGON ((139.7125 35.6583333333333, 139.725 35.6583333333333, 139.725 35.6666666666667, 139.7125 35.6666666666667, 139.7125 35.6583333333333))",ミニスト
307,53393598,"POLYGON ((139.725 35.6583333333333, 139.7375 35.6583333333333, 139.7375 35.6666666666667, 139.725 35.6666666666667, 139.725 35.6583333333333))",ファミリ
308,53393599,"POLYGON ((139.7375 35.6583333333333, 139.75 35.6583333333333, 139.75 35.6666666666667, 139.7375 35.6666666666667, 139.7375 35.6583333333333))",エーエム
309,53393600,"POLYGON ((139.75 35.5833333333333, 139.7625 35.5833333333333, 139.7625 35.5916666666667, 139.75 35.5916666666667, 139.75 35.5833333333333))",エーエム
310,53393601,"POLYGON ((139.7625 35.5833333333333, 139.775 35.5833333333333, 139.775 35.5916666666667, 139.7625 35.5916666666667, 139.7625 35.5833333333333))",サンクス
311,53393610,"POLYGON ((139.75 35.5916666666667, 139.7625 35.5916666666667, 139.7625 35.6, 139.75 35.6, 139.75 35.5916666666667))",ローソン
312,53393630,"POLYGON ((139.75 35.6083333333333, 139.7625 35.6083333333333, 139.7625 35.6166666666667, 139.75 35.6166666666667, 139.75 35.6083333333333))",ローソン
313,53393632,"POLYGON ((139.775 35.6083333333333, 139.7875 35.6083333333333, 139.7875 35.6166666666667, 139.775 35.6166666666667, 139.775 35.6083333333333))",エーエム
314,53393640,"POLYGON ((139.75 35.6166666666667, 139.7625 35.6166666666667, 139.7625 35.625, 139.75 35.625, 139.75 35.6166666666667))",エーエム
315,53393642,"POLYGON ((139.775 35.6166666666667, 139.7875 35.6166666666667, 139.7875 35.625, 139.775 35.625, 139.775 35.6166666666667))",エーエム
316,53393650,"POLYGON ((139.75 35.625, 139.7625 35.625, 139.7625 35.6333333333333, 139.75 35.6333333333333, 139.75 35.625))",エーエム
317,53393651,"POLYGON ((139.7625 35.625, 139.775 35.625, 139.775 35.6333333333333, 139.7625 35.6333333333333, 139.7625 35.625))",サンクス
318,53393652,"POLYGON ((139.775 35.625, 139.7875 35.625, 139.7875 35.6333333333333, 139.775 35.6333333333333, 139.775 35.625))",サンクス
319,53393653,"POLYGON ((139.7875 35.625, 139.8 35.625, 139.8 35.6333333333333, 139.7875 35.6333333333333, 139.7875 35.625))",エーエム
320,53393660,"POLYGON ((139.75 35.6333333333333, 139.7625 35.6333333333333, 139.7625 35.6416666666667, 139.75 35.6416666666667, 139.75 35.6333333333333))",他
321,53393662,"POLYGON ((139.775 35.6333333333333, 139.7875 35.6333333333333, 139.7875 35.6416666666667, 139.775 35.6416666666667, 139.775 35.6333333333333))",デイリー
322,53393663,"POLYGON ((139.7875 35.6333333333333, 139.8 35.6333333333333, 139.8 35.6416666666667, 139.7875 35.6416666666667, 139.7875 35.6333333333333))",サンクス
323,53393664,"POLYGON ((139.8 35.6333333333333, 139.8125 35.6333333333333, 139.8125 35.6416666666667, 139.8 35.6416666666667, 139.8 35.6333333333333))",他
324,53393665,"POLYGON ((139.8125 35.6333333333333, 139.825 35.6333333333333, 139.825 35.6416666666667, 139.8125 35.6416666666667, 139.8125 35.6333333333333))",サンクス
325,53393666,"POLYGON ((139.825 35.6333333333333, 139.8375 35.6333333333333, 139.8375 35.6416666666667, 139.825 35.6416666666667, 139.825 35.6333333333333))",エーエム
326,53393670,"POLYGON ((139.75 35.6416666666667, 139.7625 35.6416666666667, 139.7625 35.65, 139.75 35.65, 139.75 35.6416666666667))",エーエム
327,53393673,"POLYGON ((139.7875 35.6416666666667, 139.8 35.6416666666667, 139.8 35.65, 139.7875 35.65, 139.7875 35.6416666666667))",サークル
328,53393674,"POLYGON ((139.8 35.6416666666667, 139.8125 35.6416666666667, 139.8125 35.65, 139.8 35.65, 139.8 35.6416666666667))",エーエム
329,53393675,"POLYGON ((139.8125 35.6416666666667, 139.825 35.6416666666667, 139.825 35.65, 139.8125 35.65, 139.8125 35.6416666666667))",サンクス
330,53393676,"POLYGON ((139.825 35.6416666666667, 139.8375 35.6416666666667, 139.8375 35.65, 139.825 35.65, 139.825 35.6416666666667))",サンクス
331,53393678,"POLYGON ((139.85 35.6416666666667, 139.8625 35.6416666666667, 139.8625 35.65, 139.85 35.65, 139.85 35.6416666666667))",サンクス
332,53393679,"POLYGON ((139.8625 35.6416666666667, 139.875 35.6416666666667, 139.875 35.65, 139.8625 35.65, 139.8625 35.6416666666667))",サンクス
333,53393680,"POLYGON ((139.75 35.65, 139.7625 35.65, 139.7625 35.6583333333333, 139.75 35.6583333333333, 139.75 35.65))",エーエム
334,53393681,"POLYGON ((139.7625 35.65, 139.775 35.65, 139.775 35.6583333333333, 139.7625 35.6583333333333, 139.7625 35.65))",エーエム
335,53393682,"POLYGON ((139.775 35.65, 139.7875 35.65, 139.7875 35.6583333333333, 139.775 35.6583333333333, 139.775 35.65))",エーエム
