,mesh_cd,geometry,idxmax
336,53393683,"POLYGON ((139.7875 35.65, 139.8 35.65, 139.8 35.6583333333333, 139.7875 35.6583333333333, 139.7875 35.65))",ファミリ
337,53393684,"POLYGON ((139.8 35.65, 139.8125 35.65, 139.8125 35.6583333333333, 139.8 35.6583333333333, 139.8 35.65))",ファミリ
338,53393688,"POLYGON ((139.85 35.65, 139.8625 35.65, 139.8625 35.6583333333333, 139.85 35.6583333333333, 139.85 35.65))",セブンイ
339,53393689,"POLYGON ((139.8625 35.65, 139.875 35.65, 139.875 35.6583333333333, 139.8625 35.6583333333333, 139.8625 35.65))",セブンイ
340,53393690,"POLYGON ((139.75 35.6583333333333, 139.7625 35.6583333333333, 139.7625 35.6666666666667, 139.75 35.6666666666667, 139.75 35.6583333333333))",ファミリ
341,53393691,"POLYGON ((139.7625 35.6583333333333, 139.775 35.6583333333333, 139.775 35.6666666666667, 139.7625 35.6666666666667, 139.7625 35.6583333333333))",エーエム
342,53393692,"POLYGON ((139.775 35.6583333333333, 139.7875 35.6583333333333, 139.7875 35.6666666666667, 139.775 35.6666666666667, 139.775 35.6583333333333))",他
343,53393693,"POLYGON ((139.7875 35.6583333333333, 139.8 35.6583333333333, 139.8 35.6666666666667, 139.7875 35.6666666666667, 139.7875 35.6583333333333))",ファミリ
344,53393694,"POLYGON ((139.8 35.6583333333333, 139.8125 35.6583333333333, 139.8125 35.6666666666667, 139.8 35.6666666666667, 139.8 35.6583333333333))",サンクス
345,53393695,"POLYGON ((139.8125 35.6583333333333, 139.825 35.6583333333333, 139.825 35.6666666666667, 139.8125 35.6666666666667, 139.8125 35.6583333333333))",サンクス
346,53393696,"POLYGON ((139.825 35.6583333333333, 139.8375 35.6583333333333, 139.8375 35.6666666666667, 139.825 35.6666666666667, 139.825 35.6583333333333))",ファミリ
347,53393698,"POLYGON ((139.85 35.6583333333333, 139.8625 35.6583333333333, 139.8625 35.6666666666667, 139.85 35.6666666666667, 139.85 35.6583333333333))",サンクス
348,53393699,"POLYGON ((139.8625 35.6583333333333, 139.875 35.6583333333333, 139.875 35.6666666666667, 139.8625 35.6666666666667, 139.8625 35.6583333333333))",他
349,53393770,"POLYGON ((139.875 35.6416666666667, 139.8875 35.6416666666667, 139.8875 35.65, 139.875 35.65, 139.875 35.6416666666667))",セブンイ
350,53393780,"POLYGON ((139.875 35.65, 139.8875 35.65, 139.8875 35.6583333333333, 139.875 35.6583333333333, 139.875 35.65))",サンクス
351,53393790,"POLYGON ((139.875 35.6583333333333, 139.8875 35.6583333333333, 139.8875 35.6666666666667, 139.875 35.6666666666667, 139.875 35.6583333333333))",セブンイ
352,53394176,"POLYGON ((139.2 35.725, 139.2125 35.725, 139.2125 35.7333333333333, 139.2 35.7333333333333, 139.2 35.725))",セブンイ
353,53394177,"POLYGON ((139.2125 35.725, 139.225 35.725, 139.225 35.7333333333333, 139.2125 35.7333333333333, 139.2125 35.725))",他
354,53394178,"POLYGON ((139.225 35.725, 139.2375 35.725, 139.2375 35.7333333333333, 139.225 35.7333333333333, 139.225 35.725))",他
355,53394179,"POLYGON ((139.2375 35.725, 139.25 35.725, 139.25 35.7333333333333, 139.2375 35.7333333333333, 139.2375 35.725))",ミニスト
356,53394189,"POLYGON ((139.2375 35.7333333333333, 139.25 35.7333333333333, 139.25 35.7416666666667, 139.2375 35.7416666666667, 139.2375 35.7333333333333))",セブンイ
357,53394198,"POLYGON ((139.225 35.7416666666667, 139.2375 35.7416666666667, 139.2375 35.75, 139.225 35.75, 139.225 35.7416666666667))",セブンイ
358,53394201,"POLYGON ((139.2625 35.6666666666667, 139.275 35.6666666666667, 139.275 35.675, 139.2625 35.675, 139.2625 35.6666666666667))",セブンイ
359,53394202,"POLYGON ((139.275 35.6666666666667, 139.2875 35.6666666666667, 139.2875 35.675, 139.275 35.675, 139.275 35.6666666666667))",セブンイ
360,53394203,"POLYGON ((139.2875 35.6666666666667, 139.3 35.6666666666667, 139.3 35.675, 139.2875 35.675, 139.2875 35.6666666666667))",ファミリ
361,53394204,"POLYGON ((139.3 35.6666666666667, 139.3125 35.6666666666667, 139.3125 35.675, 139.3 35.675, 139.3 35.6666666666667))",セブンイ
362,53394205,"POLYGON ((139.3125 35.6666666666667, 139.325 35.6666666666667, 139.325 35.675, 139.3125 35.675, 139.3125 35.6666666666667))",セブンイ
363,53394206,"POLYGON ((139.325 35.6666666666667, 139.3375 35.6666666666667, 139.3375 35.675, 139.325 35.675, 139.325 35.6666666666667))",スリーエ
364,53394207,"POLYGON ((139.3375 35.6666666666667, 139.35 35.6666666666667, 139.35 35.675, 139.3375 35.675, 139.3375 35.6666666666667))",セブンイ
365,53394208,"POLYGON ((139.35 35.6666666666667, 139.3625 35.6666666666667, 139.3625 35.675, 139.35 35.675, 139.35 35.6666666666667))",セブンイ
366,53394209,"POLYGON ((139.3625 35.6666666666667, 139.375 35.6666666666667, 139.375 35.675, 139.3625 35.675, 139.3625 35.6666666666667))",ファミリ
367,53394210,"POLYGON ((139.25 35.675, 139.2625 35.675, 139.2625 35.6833333333333, 139.25 35.6833333333333, 139.25 35.675))",セブンイ
368,53394212,"POLYGON ((139.275 35.675, 139.2875 35.675, 139.2875 35.6833333333333, 139.275 35.6833333333333, 139.275 35.675))",セブンイ
369,53394213,"POLYGON ((139.2875 35.675, 139.3 35.675, 139.3 35.6833333333333, 139.2875 35.6833333333333, 139.2875 35.675))",セブンイ
370,53394214,"POLYGON ((139.3 35.675, 139.3125 35.675, 139.3125 35.6833333333333, 139.3 35.6833333333333, 139.3 35.675))",ローソン
371,53394215,"POLYGON ((139.3125 35.675, 139.325 35.675, 139.325 35.6833333333333, 139.3125 35.6833333333333, 139.3125 35.675))",セブンイ
372,53394216,"POLYGON ((139.325 35.675, 139.3375 35.675, 139.3375 35.6833333333333, 139.325 35.6833333333333, 139.325 35.675))",サンクス
373,53394217,"POLYGON ((139.3375 35.675, 139.35 35.675, 139.35 35.6833333333333, 139.3375 35.6833333333333, 139.3375 35.675))",ローソン
374,53394218,"POLYGON ((139.35 35.675, 139.3625 35.675, 139.3625 35.6833333333333, 139.35 35.6833333333333, 139.35 35.675))",サンクス
375,53394219,"POLYGON ((139.3625 35.675, 139.375 35.675, 139.375 35.6833333333333, 139.3625 35.6833333333333, 139.3625 35.675))",セブンイ
376,53394223,"POLYGON ((139.2875 35.6833333333333, 139.3 35.6833333333333, 139.3 35.6916666666667, 139.2875 35.6916666666667, 139.2875 35.6833333333333))",セブンイ
377,53394224,"POLYGON ((139.3 35.6833333333333, 139.3125 35.6833333333333, 139.3125 35.6916666666667, 139.3 35.6916666666667, 139.3 35.6833333333333))",セブンイ
378,53394226,"POLYGON ((139.325 35.6833333333333, 139.3375 35.6833333333333, 139.3375 35.6916666666667, 139.325 35.6916666666667, 139.325 35.6833333333333))",ファミリ
379,53394227,"POLYGON ((139.3375 35.6833333333333, 139.35 35.6833333333333, 139.35 35.6916666666667, 139.3375 35.6916666666667, 139.3375 35.6833333333333))",サンクス
380,53394228,"POLYGON ((139.35 35.6833333333333, 139.3625 35.6833333333333, 139.3625 35.6916666666667, 139.35 35.6916666666667, 139.35 35.6833333333333))",セブンイ
381,53394229,"POLYGON ((139.3625 35.6833333333333, 139.375 35.6833333333333, 139.375 35.6916666666667, 139.3625 35.6916666666667, 139.3625 35.6833333333333))",ローソン
382,53394232,"POLYGON ((139.275 35.6916666666667, 139.2875 35.6916666666667, 139.2875 35.7, 139.275 35.7, 139.275 35.6916666666667))",エーエム
383,53394235,"POLYGON ((139.3125 35.6916666666667, 139.325 35.6916666666667, 139.325 35.7, 139.3125 35.7, 139.3125 35.6916666666667))",ファミリ
384,53394236,"POLYGON ((139.325 35.6916666666667, 139.3375 35.6916666666667, 139.3375 35.7, 139.325 35.7, 139.325 35.6916666666667))",スリーエ
385,53394243,"POLYGON ((139.2875 35.7, 139.3 35.7, 139.3 35.7083333333333, 139.2875 35.7083333333333, 139.2875 35.7))",ミニスト
386,53394244,"POLYGON ((139.3 35.7, 139.3125 35.7, 139.3125 35.7083333333333, 139.3 35.7083333333333, 139.3 35.7))",セブンイ
387,53394247,"POLYGON ((139.3375 35.7, 139.35 35.7, 139.35 35.7083333333333, 139.3375 35.7083333333333, 139.3375 35.7))",エーエム
388,53394248,"POLYGON ((139.35 35.7, 139.3625 35.7, 139.3625 35.7083333333333, 139.35 35.7083333333333, 139.35 35.7))",サンクス
389,53394249,"POLYGON ((139.3625 35.7, 139.375 35.7, 139.375 35.7083333333333, 139.3625 35.7083333333333, 139.3625 35.7))",セブンイ
390,53394254,"POLYGON ((139.3 35.7083333333333, 139.3125 35.7083333333333, 139.3125 35.7166666666667, 139.3 35.7166666666667, 139.3 35.7083333333333))",サンクス
391,53394257,"POLYGON ((139.3375 35.7083333333333, 139.35 35.7083333333333, 139.35 35.7166666666667, 139.3375 35.7166666666667, 139.3375 35.7083333333333))",セブンイ
392,53394258,"POLYGON ((139.35 35.7083333333333, 139.3625 35.7083333333333, 139.3625 35.7166666666667, 139.35 35.7166666666667, 139.35 35.7083333333333))",セブンイ
393,53394259,"POLYGON ((139.3625 35.7083333333333, 139.375 35.7083333333333, 139.375 35.7166666666667, 139.3625 35.7166666666667, 139.3625 35.7083333333333))",スリーエ
394,53394261,"POLYGON ((139.2625 35.7166666666667, 139.275 35.7166666666667, 139.275 35.725, 139.2625 35.725, 139.2625 35.7166666666667))",セブンイ
395,53394262,"POLYGON ((139.275 35.7166666666667, 139.2875 35.7166666666667, 139.2875 35.725, 139.275 35.725, 139.275 35.7166666666667))",ファミリ
396,53394263,"POLYGON ((139.2875 35.7166666666667, 139.3 35.7166666666667, 139.3 35.725, 139.2875 35.725, 139.2875 35.7166666666667))",サンクス
397,53394264,"POLYGON ((139.3 35.7166666666667, 139.3125 35.7166666666667, 139.3125 35.725, 139.3 35.725, 139.3 35.7166666666667))",スリーエ
398,53394265,"POLYGON ((139.3125 35.7166666666667, 139.325 35.7166666666667, 139.325 35.725, 139.3125 35.725, 139.3125 35.7166666666667))",セブンイ
399,53394266,"POLYGON ((139.325 35.7166666666667, 139.3375 35.7166666666667, 139.3375 35.725, 139.325 35.725, 139.325 35.7166666666667))",サンクス
400,53394267,"POLYGON ((139.3375 35.7166666666667, 139.35 35.7166666666667, 139.35 35.725, 139.3375 35.725, 139.3375 35.7166666666667))",セブンイ
401,53394268,"POLYGON ((139.35 35.7166666666667, 139.3625 35.7166666666667, 139.3625 35.725, 139.35 35.725, 139.35 35.7166666666667))",ファミリ
402,53394269,"POLYGON ((139.3625 35.7166666666667, 139.375 35.7166666666667, 139.375 35.725, 139.3625 35.725, 139.3625 35.7166666666667))",セブンイ
403,53394270,"POLYGON ((139.25 35.725, 139.2625 35.725, 139.2625 35.7333333333333, 139.25 35.7333333333333, 139.25 35.725))",セブンイ
404,53394272,"POLYGON ((139.275 35.725, 139.2875 35.725, 139.2875 35.7333333333333, 139.275 35.7333333333333, 139.275 35.725))",ファミリ
405,53394273,"POLYGON ((139.2875 35.725, 139.3 35.725, 139.3 35.7333333333333, 139.2875 35.7333333333333, 139.2875 35.725))",セブンイ
406,53394275,"POLYGON ((139.3125 35.725, 139.325 35.725, 139.325 35.7333333333333, 139.3125 35.7333333333333, 139.3125 35.725))",スリーエ
407,53394276,"POLYGON ((139.325 35.725, 139.3375 35.725, 139.3375 35.7333333333333, 139.325 35.7333333333333, 139.325 35.725))",セブンイ
408,53394277,"POLYGON ((139.3375 35.725, 139.35 35.725, 139.35 35.7333333333333, 139.3375 35.7333333333333, 139.3375 35.725))",セブンイ
409,53394278,"POLYGON ((139.35 35.725, 139.3625 35.725, 139.3625 35.7333333333333, 139.35 35.7333333333333, 139.35 35.725))",ローソン
410,53394279,"POLYGON ((139.3625 35.725, 139.375 35.725, 139.375 35.7333333333333, 139.3625 35.7333333333333, 139.3625 35.725))",セブンイ
411,53394280,"POLYGON ((139.25 35.7333333333333, 139.2625 35.7333333333333, 139.2625 35.7416666666667, 139.25 35.7416666666667, 139.25 35.7333333333333))",他
412,53394281,"POLYGON ((139.2625 35.7333333333333, 139.275 35.7333333333333, 139.275 35.7416666666667, 139.2625 35.7416666666667, 139.2625 35.7333333333333))",セブンイ
413,53394282,"POLYGON ((139.275 35.7333333333333, 139.2875 35.7333333333333, 139.2875 35.7416666666667, 139.275 35.7416666666667, 139.275 35.7333333333333))",セブンイ
414,53394283,"POLYGON ((139.2875 35.7333333333333, 139.3 35.7333333333333, 139.3 35.7416666666667, 139.2875 35.7416666666667, 139.2875 35.7333333333333))",セブンイ
415,53394285,"POLYGON ((139.3125 35.7333333333333, 139.325 35.7333333333333, 139.325 35.7416666666667, 139.3125 35.7416666666667, 139.3125 35.7333333333333))",他
416,53394286,"POLYGON ((139.325 35.7333333333333, 139.3375 35.7333333333333, 139.3375 35.7416666666667, 139.325 35.7416666666667, 139.325 35.7333333333333))",セブンイ
417,53394287,"POLYGON ((139.3375 35.7333333333333, 139.35 35.7333333333333, 139.35 35.7416666666667, 139.3375 35.7416666666667, 139.3375 35.7333333333333))",サンクス
418,53394289,"POLYGON ((139.3625 35.7333333333333, 139.375 35.7333333333333, 139.375 35.7416666666667, 139.3625 35.7416666666667, 139.3625 35.7333333333333))",ファミリ
419,53394296,"POLYGON ((139.325 35.7416666666667, 139.3375 35.7416666666667, 139.3375 35.75, 139.325 35.75, 139.325 35.7416666666667))",他
420,53394299,"POLYGON ((139.3625 35.7416666666667, 139.375 35.7416666666667, 139.375 35.75, 139.3625 35.75, 139.3625 35.7416666666667))",セブンイ
421,53394300,"POLYGON ((139.375 35.6666666666667, 139.3875 35.6666666666667, 139.3875 35.675, 139.375 35.675, 139.375 35.6666666666667))",セブンイ
422,53394301,"POLYGON ((139.3875 35.6666666666667, 139.4 35.6666666666667, 139.4 35.675, 139.3875 35.675, 139.3875 35.6666666666667))",サークル
423,53394302,"POLYGON ((139.4 35.6666666666667, 139.4125 35.6666666666667, 139.4125 35.675, 139.4 35.675, 139.4 35.6666666666667))",セブンイ
424,53394303,"POLYGON ((139.4125 35.6666666666667, 139.425 35.6666666666667, 139.425 35.675, 139.4125 35.675, 139.4125 35.6666666666667))",スリーエ
425,53394305,"POLYGON ((139.4375 35.6666666666667, 139.45 35.6666666666667, 139.45 35.675, 139.4375 35.675, 139.4375 35.6666666666667))",ファミリ
426,53394306,"POLYGON ((139.45 35.6666666666667, 139.4625 35.6666666666667, 139.4625 35.675, 139.45 35.675, 139.45 35.6666666666667))",スリーエ
427,53394307,"POLYGON ((139.4625 35.6666666666667, 139.475 35.6666666666667, 139.475 35.675, 139.4625 35.675, 139.4625 35.6666666666667))",ローソン
428,53394308,"POLYGON ((139.475 35.6666666666667, 139.4875 35.6666666666667, 139.4875 35.675, 139.475 35.675, 139.475 35.6666666666667))",ファミリ
429,53394309,"POLYGON ((139.4875 35.6666666666667, 139.5 35.6666666666667, 139.5 35.675, 139.4875 35.675, 139.4875 35.6666666666667))",セブンイ
430,53394310,"POLYGON ((139.375 35.675, 139.3875 35.675, 139.3875 35.6833333333333, 139.375 35.6833333333333, 139.375 35.675))",セブンイ
431,53394311,"POLYGON ((139.3875 35.675, 139.4 35.675, 139.4 35.6833333333333, 139.3875 35.6833333333333, 139.3875 35.675))",ミニスト
432,53394312,"POLYGON ((139.4 35.675, 139.4125 35.675, 139.4125 35.6833333333333, 139.4 35.6833333333333, 139.4 35.675))",セブンイ
433,53394314,"POLYGON ((139.425 35.675, 139.4375 35.675, 139.4375 35.6833333333333, 139.425 35.6833333333333, 139.425 35.675))",サークル
434,53394315,"POLYGON ((139.4375 35.675, 139.45 35.675, 139.45 35.6833333333333, 139.4375 35.6833333333333, 139.4375 35.675))",セブンイ
435,53394316,"POLYGON ((139.45 35.675, 139.4625 35.675, 139.4625 35.6833333333333, 139.45 35.6833333333333, 139.45 35.675))",ファミリ
436,53394317,"POLYGON ((139.4625 35.675, 139.475 35.675, 139.475 35.6833333333333, 139.4625 35.6833333333333, 139.4625 35.675))",サークル
437,53394318,"POLYGON ((139.475 35.675, 139.4875 35.675, 139.4875 35.6833333333333, 139.475 35.6833333333333, 139.475 35.675))",セブンイ
438,53394319,"POLYGON ((139.4875 35.675, 139.5 35.675, 139.5 35.6833333333333, 139.4875 35.6833333333333, 139.4875 35.675))",サークル
439,53394322,"POLYGON ((139.4 35.6833333333333, 139.4125 35.6833333333333, 139.4125 35.6916666666667, 139.4 35.6916666666667, 139.4 35.6833333333333))",他
440,53394323,"POLYGON ((139.4125 35.6833333333333, 139.425 35.6833333333333, 139.425 35.6916666666667, 139.4125 35.6916666666667, 139.4125 35.6833333333333))",サンクス
441,53394324,"POLYGON ((139.425 35.6833333333333, 139.4375 35.6833333333333, 139.4375 35.6916666666667, 139.425 35.6916666666667, 139.425 35.6833333333333))",セブンイ
442,53394325,"POLYGON ((139.4375 35.6833333333333, 139.45 35.6833333333333, 139.45 35.6916666666667, 139.4375 35.6916666666667, 139.4375 35.6833333333333))",ファミリ
443,53394326,"POLYGON ((139.45 35.6833333333333, 139.4625 35.6833333333333, 139.4625 35.6916666666667, 139.45 35.6916666666667, 139.45 35.6833333333333))",セブンイ
444,53394327,"POLYGON ((139.4625 35.6833333333333, 139.475 35.6833333333333, 139.475 35.6916666666667, 139.4625 35.6916666666667, 139.4625 35.6833333333333))",セブンイ
445,53394328,"POLYGON ((139.475 35.6833333333333, 139.4875 35.6833333333333, 139.4875 35.6916666666667, 139.475 35.6916666666667, 139.475 35.6833333333333))",エーエム
446,53394329,"POLYGON ((139.4875 35.6833333333333, 139.5 35.6833333333333, 139.5 35.6916666666667, 139.4875 35.6916666666667, 139.4875 35.6833333333333))",セブンイ
447,53394330,"POLYGON ((139.375 35.6916666666667, 139.3875 35.6916666666667, 139.3875 35.7, 139.375 35.7, 139.375 35.6916666666667))",スリーエ
448,53394331,"POLYGON ((139.3875 35.6916666666667, 139.4 35.6916666666667, 139.4 35.7, 139.3875 35.7, 139.3875 35.6916666666667))",セブンイ
449,53394332,"POLYGON ((139.4 35.6916666666667, 139.4125 35.6916666666667, 139.4125 35.7, 139.4 35.7, 139.4 35.6916666666667))",ローソン
450,53394333,"POLYGON ((139.4125 35.6916666666667, 139.425 35.6916666666667, 139.425 35.7, 139.4125 35.7, 139.4125 35.6916666666667))",エーエム
451,53394334,"POLYGON ((139.425 35.6916666666667, 139.4375 35.6916666666667, 139.4375 35.7, 139.425 35.7, 139.425 35.6916666666667))",ファミリ
452,53394335,"POLYGON ((139.4375 35.6916666666667, 139.45 35.6916666666667, 139.45 35.7, 139.4375 35.7, 139.4375 35.6916666666667))",セブンイ
453,53394336,"POLYGON ((139.45 35.6916666666667, 139.4625 35.6916666666667, 139.4625 35.7, 139.45 35.7, 139.45 35.6916666666667))",スリーエ
454,53394337,"POLYGON ((139.4625 35.6916666666667, 139.475 35.6916666666667, 139.475 35.7, 139.4625 35.7, 139.4625 35.6916666666667))",サークル
455,53394338,"POLYGON ((139.475 35.6916666666667, 139.4875 35.6916666666667, 139.4875 35.7, 139.475 35.7, 139.475 35.6916666666667))",ファミリ
456,53394339,"POLYGON ((139.4875 35.6916666666667, 139.5 35.6916666666667, 139.5 35.7, 139.4875 35.7, 139.4875 35.6916666666667))",ファミリ
457,53394340,"POLYGON ((139.375 35.7, 139.3875 35.7, 139.3875 35.7083333333333, 139.375 35.7083333333333, 139.375 35.7))",セブンイ
458,53394341,"POLYGON ((139.3875 35.7, 139.4 35.7, 139.4 35.7083333333333, 139.3875 35.7083333333333, 139.3875 35.7))",ファミリ
459,53394342,"POLYGON ((139.4 35.7, 139.4125 35.7, 139.4125 35.7083333333333, 139.4 35.7083333333333, 139.4 35.7))",セブンイ
460,53394343,"POLYGON ((139.4125 35.7, 139.425 35.7, 139.425 35.7083333333333, 139.4125 35.7083333333333, 139.4125 35.7))",セブンイ
461,53394344,"POLYGON ((139.425 35.7, 139.4375 35.7, 139.4375 35.7083333333333, 139.425 35.7083333333333, 139.425 35.7))",サンクス
462,53394345,"POLYGON ((139.4375 35.7, 139.45 35.7, 139.45 35.7083333333333, 139.4375 35.7083333333333, 139.4375 35.7))",セブンイ
463,53394346,"POLYGON ((139.45 35.7, 139.4625 35.7, 139.4625 35.7083333333333, 139.45 35.7083333333333, 139.45 35.7))",セブンイ
464,53394347,"POLYGON ((139.4625 35.7, 139.475 35.7, 139.475 35.7083333333333, 139.4625 35.7083333333333, 139.4625 35.7))",セブンイ
465,53394348,"POLYGON ((139.475 35.7, 139.4875 35.7, 139.4875 35.7083333333333, 139.475 35.7083333333333, 139.475 35.7))",ファミリ
466,53394349,"POLYGON ((139.4875 35.7, 139.5 35.7, 139.5 35.7083333333333, 139.4875 35.7083333333333, 139.4875 35.7))",セブンイ
467,53394350,"POLYGON ((139.375 35.7083333333333, 139.3875 35.7083333333333, 139.3875 35.7166666666667, 139.375 35.7166666666667, 139.375 35.7083333333333))",ファミリ
468,53394353,"POLYGON ((139.4125 35.7083333333333, 139.425 35.7083333333333, 139.425 35.7166666666667, 139.4125 35.7166666666667, 139.4125 35.7083333333333))",ローソン
469,53394354,"POLYGON ((139.425 35.7083333333333, 139.4375 35.7083333333333, 139.4375 35.7166666666667, 139.425 35.7166666666667, 139.425 35.7083333333333))",サークル
470,53394355,"POLYGON ((139.4375 35.7083333333333, 139.45 35.7083333333333, 139.45 35.7166666666667, 139.4375 35.7166666666667, 139.4375 35.7083333333333))",ミニスト
471,53394356,"POLYGON ((139.45 35.7083333333333, 139.4625 35.7083333333333, 139.4625 35.7166666666667, 139.45 35.7166666666667, 139.45 35.7083333333333))",ローソン
472,53394357,"POLYGON ((139.4625 35.7083333333333, 139.475 35.7083333333333, 139.475 35.7166666666667, 139.4625 35.7166666666667, 139.4625 35.7083333333333))",セブンイ
473,53394358,"POLYGON ((139.475 35.7083333333333, 139.4875 35.7083333333333, 139.4875 35.7166666666667, 139.475 35.7166666666667, 139.475 35.7083333333333))",セブンイ
474,53394359,"POLYGON ((139.4875 35.7083333333333, 139.5 35.7083333333333, 139.5 35.7166666666667, 139.4875 35.7166666666667, 139.4875 35.7083333333333))",ファミリ
475,53394360,"POLYGON ((139.375 35.7166666666667, 139.3875 35.7166666666667, 139.3875 35.725, 139.375 35.725, 139.375 35.7166666666667))",セブンイ
476,53394361,"POLYGON ((139.3875 35.7166666666667, 139.4 35.7166666666667, 139.4 35.725, 139.3875 35.725, 139.3875 35.7166666666667))",セブンイ
477,53394362,"POLYGON ((139.4 35.7166666666667, 139.4125 35.7166666666667, 139.4125 35.725, 139.4 35.725, 139.4 35.7166666666667))",ローソン
478,53394363,"POLYGON ((139.4125 35.7166666666667, 139.425 35.7166666666667, 139.425 35.725, 139.4125 35.725, 139.4125 35.7166666666667))",セブンイ
479,53394364,"POLYGON ((139.425 35.7166666666667, 139.4375 35.7166666666667, 139.4375 35.725, 139.425 35.725, 139.425 35.7166666666667))",セブンイ
480,53394365,"POLYGON ((139.4375 35.7166666666667, 139.45 35.7166666666667, 139.45 35.725, 139.4375 35.725, 139.4375 35.7166666666667))",セブンイ
481,53394366,"POLYGON ((139.45 35.7166666666667, 139.4625 35.7166666666667, 139.4625 35.725, 139.45 35.725, 139.45 35.7166666666667))",サークル
482,53394367,"POLYGON ((139.4625 35.7166666666667, 139.475 35.7166666666667, 139.475 35.725, 139.4625 35.725, 139.4625 35.7166666666667))",サークル
483,53394368,"POLYGON ((139.475 35.7166666666667, 139.4875 35.7166666666667, 139.4875 35.725, 139.475 35.725, 139.475 35.7166666666667))",セブンイ
484,53394369,"POLYGON ((139.4875 35.7166666666667, 139.5 35.7166666666667, 139.5 35.725, 139.4875 35.725, 139.4875 35.7166666666667))",セブンイ
485,53394370,"POLYGON ((139.375 35.725, 139.3875 35.725, 139.3875 35.7333333333333, 139.375 35.7333333333333, 139.375 35.725))",デイリー
486,53394371,"POLYGON ((139.3875 35.725, 139.4 35.725, 139.4 35.7333333333333, 139.3875 35.7333333333333, 139.3875 35.725))",サンクス
487,53394372,"POLYGON ((139.4 35.725, 139.4125 35.725, 139.4125 35.7333333333333, 139.4 35.7333333333333, 139.4 35.725))",セブンイ
488,53394373,"POLYGON ((139.4125 35.725, 139.425 35.725, 139.425 35.7333333333333, 139.4125 35.7333333333333, 139.4125 35.725))",ファミリ
489,53394374,"POLYGON ((139.425 35.725, 139.4375 35.725, 139.4375 35.7333333333333, 139.425 35.7333333333333, 139.425 35.725))",セブンイ
490,53394375,"POLYGON ((139.4375 35.725, 139.45 35.725, 139.45 35.7333333333333, 139.4375 35.7333333333333, 139.4375 35.725))",セブンイ
491,53394376,"POLYGON ((139.45 35.725, 139.4625 35.725, 139.4625 35.7333333333333, 139.45 35.7333333333333, 139.45 35.725))",セブンイ
492,53394377,"POLYGON ((139.4625 35.725, 139.475 35.725, 139.475 35.7333333333333, 139.4625 35.7333333333333, 139.4625 35.725))",サークル
493,53394378,"POLYGON ((139.475 35.725, 139.4875 35.725, 139.4875 35.7333333333333, 139.475 35.7333333333333, 139.475 35.725))",セブンイ
494,53394379,"POLYGON ((139.4875 35.725, 139.5 35.725, 139.5 35.7333333333333, 139.4875 35.7333333333333, 139.4875 35.725))",サンクス
495,53394380,"POLYGON ((139.375 35.7333333333333, 139.3875 35.7333333333333, 139.3875 35.7416666666667, 139.375 35.7416666666667, 139.375 35.7333333333333))",セブンイ
496,53394381,"POLYGON ((139.3875 35.7333333333333, 139.4 35.7333333333333, 139.4 35.7416666666667, 139.3875 35.7416666666667, 139.3875 35.7333333333333))",ミニスト
497,53394382,"POLYGON ((139.4 35.7333333333333, 139.4125 35.7333333333333, 139.4125 35.7416666666667, 139.4 35.7416666666667, 139.4 35.7333333333333))",セブンイ
498,53394383,"POLYGON ((139.4125 35.7333333333333, 139.425 35.7333333333333, 139.425 35.7416666666667, 139.4125 35.7416666666667, 139.4125 35.7333333333333))",セブンイ
499,53394384,"POLYGON ((139.425 35.7333333333333, 139.4375 35.7333333333333, 139.4375 35.7416666666667, 139.425 35.7416666666667, 139.425 35.7333333333333))",スリーエ
500,53394385,"POLYGON ((139.4375 35.7333333333333, 139.45 35.7333333333333, 139.45 35.7416666666667, 139.4375 35.7416666666667, 139.4375 35.7333333333333))",スリーエ
501,53394386,"POLYGON ((139.45 35.7333333333333, 139.4625 35.7333333333333, 139.4625 35.7416666666667, 139.45 35.7416666666667, 139.45 35.7333333333333))",スリーエ
502,53394387,"POLYGON ((139.4625 35.7333333333333, 139.475 35.7333333333333, 139.475 35.7416666666667, 139.4625 35.7416666666667, 139.4625 35.7333333333333))",セブンイ
503,53394388,"POLYGON ((139.475 35.7333333333333, 139.4875 35.7333333333333, 139.4875 35.7416666666667, 139.475 35.7416666666667, 139.475 35.7333333333333))",セブンイ
504,53394389,"POLYGON ((139.4875 35.7333333333333, 139.5 35.7333333333333, 139.5 35.7416666666667, 139.4875 35.7416666666667, 139.4875 35.7333333333333))",ファミリ
505,53394390,"POLYGON ((139.375 35.7416666666667, 139.3875 35.7416666666667, 139.3875 35.75, 139.375 35.75, 139.375 35.7416666666667))",セブンイ
506,53394391,"POLYGON ((139.3875 35.7416666666667, 139.4 35.7416666666667, 139.4 35.75, 139.3875 35.75, 139.3875 35.7416666666667))",セブンイ
507,53394392,"POLYGON ((139.4 35.7416666666667, 139.4125 35.7416666666667, 139.4125 35.75, 139.4 35.75, 139.4 35.7416666666667))",セブンイ
508,53394393,"POLYGON ((139.4125 35.7416666666667, 139.425 35.7416666666667, 139.425 35.75, 139.4125 35.75, 139.4125 35.7416666666667))",セブンイ
509,53394394,"POLYGON ((139.425 35.7416666666667, 139.4375 35.7416666666667, 139.4375 35.75, 139.425 35.75, 139.425 35.7416666666667))",セブンイ
